"","fipscode","state","county","population","unemployment","income.ineq","housing.severe","violent.crime","overcrowding","high.school.grad","college","food.env.index","food.insecurity","healthy.foods","social.assoc","english.notprof","pcp","mhp","flu.vaccine","poor.physical.health","poor.mental.health","obesity","prevent.hosp.stays","life.expectancy","diabetes","hiv"
"1",0,"US","United States",325719178,0.0435556876,4.9414857531,0.1837308951,38.646489648,NA,0.846,0.6522563975,7.7,0.129,0.0590124246,9.3003532014,0.0445539242,7.54309,22.868902,NA,NA,NA,0.285,NA,79.063850411,0.102,36.23
"2",1000,"AL","Alabama",4874747,0.0439678517,5.238579235,0.1491215019,47.991918191,NA,0.893,0.5986474992,5.8,0.165,0.0792142495,12.242715851,0.0107484565,6.53877,9.050726,0.42,4.4004575204,4.577366748,0.351,0.5496,75.41303499,0.139,30.24
"3",1001,"AL","Autauga",55504,0.0386352233,4.6366638778,0.1495464575,27.228222006,0.0245158127,0.9,0.6085466499,7.2,0.134,0.11991125,12.631730908,0.0082854831,4.150426,1.621505,0.41,4.2005779826,4.3067392835,0.375,0.6599,76.330589011,0.142,22.55
"4",1003,"AL","Baldwin",212628,0.0398833641,4.5185596041,0.1383172525,20.366039629,0.0107280211,0.863615768,0.6613392634,8,0.123,0.054244266,10.692212904,0.0045451229,7.287966,9.123916,0.45,4.0987477691,4.2496487805,0.31,0.3833,78.599497656,0.113,16.39
"5",1005,"AL","Barbour",25270,0.0590092278,5.7550626063,0.1545553145,41.427786068,0.0200650759,0.8141025641,0.3677400805,5.6,0.232,0.1073966657,8.4729443482,0.0119927317,3.851338,0.791452,0.37,5.0674383044,4.634994147,0.443,0.4736,75.77945737,0.18,43.6
"6",1007,"AL","Bibb",22668,0.043851399,4.2545944386,0.1096085409,8.9349125982,0.0019928826,0.8376383764,0.4840631037,7.6,0.158,0.0260162701,10.15766462,0.0039434768,5.741289,0.882301,0.39,4.3633772783,4.3157100192,0.378,0.5998,73.928271076,0.149,19.19
"7",1009,"AL","Blount",58013,0.0402139299,4.1268834637,0.1040115301,48.269061089,0.0172471775,0.9346879536,0.5441399754,8.5,0.11,0.0288014982,9.0115070012,0.0187000425,2.252877,1.034251,0.38,4.5127526482,4.7015992588,0.344,0.4162,74.597766875,0.143,9.54
"8",1011,"AL","Bullock",10309,0.0492518703,6.5995234786,0.2075983718,31.10273327,0.023880597,0.7024793388,0.3362068966,4.2,0.26,0.1974335074,9.6506465933,0.0110469241,2.895194,0.970026,0.26,5.2266193898,4.7919184772,0.394,0.6767,73.117530117,0.2,69.13
"9",1013,"AL","Butler",19825,0.0548848647,5.1227855834,0.1378026071,58.158400519,0.0167597765,0.8158995816,0.3844417077,6.5,0.217,0.0292612193,11.501150115,0.0071270193,3.0003,3.530895,0.35,5.1174326174,5.1345730819,0.402,0.7962,73.505385022,0.179,26.84
"10",1015,"AL","Calhoun",114728,0.0493396516,4.9838135691,0.1453881076,75.606654427,0.0147270513,0.9236804565,0.5752221569,6.9,0.167,0.0917856658,14.309272234,0.0088096833,6.456623,9.849383,0.38,4.2904480661,4.4765721664,0.371,0.645,73.102947697,0.162,21.12
"11",1017,"AL","Chambers",33713,0.0407880865,4.7392343032,0.1606819006,52.899973623,0.0343852013,0.8623853211,0.4713993871,6.3,0.195,0.1032855828,17.728924741,0.0015389447,5.023195,0.593243,0.43,5.0370446678,4.9326462099,0.403,0.5511,74.122277638,0.17,36.69
"12",1019,"AL","Cherokee",25857,0.0405405405,4.7860693573,0.1546985816,33.043879198,0.0217198582,0.949044586,0.5006360167,8.5,0.125,0.002211124,10.106899903,0.0009722504,3.498542,1.933712,0.43,4.2779170785,4.6812529447,0.363,0.6577,74.346572288,0.135,9.01
"13",1021,"AL","Chilton",44067,0.0404854064,4.9695319741,0.1305820758,50.781072095,0.0304896828,0.8820598007,0.3879891447,8.1,0.136,0.0146053096,16.385607974,0.0225325294,1.820623,4.084689,0.4,4.7362771144,4.6255724065,0.353,0.3791,74.192630442,0.147,9.95
"14",1023,"AL","Choctaw",12945,0.0638837638,5.7710777838,0.133632287,12.841466262,0.0139910314,0.7863247863,0.5525179856,6.4,0.205,0.0729041905,20.780420226,0,3.848226,NA,0.36,4.7381487719,4.7562769582,0.413,0.4778,74.284126121,0.162,22.03
"15",1025,"AL","Clarke",24083,0.0848445596,8.1651173934,0.1268191268,47.531243598,0.0097713098,0.9090909091,0.3866786679,5.4,0.241,0.111547123,18.448671696,0.0019777291,5.739587,6.643691,0.29,5.0341224717,4.8038714851,0.396,0.5857,75.893743647,0.185,16.2
"16",1027,"AL","Clay",13367,0.0436986541,4.9053231939,0.1429889299,30.906721281,0.0127306273,0.898089172,0.4082721815,7.9,0.145,0.0232687988,11.858879336,0.0044776119,3.7059,1.496222,0.41,4.472032396,4.5860482369,0.377,0.5644,75.393032012,0.147,19.09
"17",1029,"AL","Cleburne",14900,0.0445837687,4.9114021572,0.116017316,10.333333333,0.0398268398,0.9802955665,0.4991457859,8,0.139,0.0207171577,8.7108013937,0.0088892049,2.680247,4.026846,0.35,4.3509719859,4.6239163437,0.345,0.5505,73.629785061,0.131,11.13
"18",1031,"AL","Coffee",51874,0.0438778966,4.7834285714,0.1221294363,27.620804419,0.0143528184,0.925170068,0.6049420378,7.5,0.147,0.0598120314,15.812282825,0.0125876754,5.465974,5.397694,0.41,4.5482444526,4.606066663,0.334,0.4614,77.20313581,0.148,14.33
"19",1033,"AL","Colbert",54500,0.052095964,4.9345389415,0.1454627336,40.000735646,0.0114839,0.9213675214,0.5604963009,7.4,0.153,0.0655170454,17.338055187,0.0039525692,6.824554,3.119266,0.47,4.3370482596,4.4916322024,0.325,0.6478,74.851027031,0.176,9.33
"20",1035,"AL","Conecuh",12469,0.0614035088,4.9221264835,0.1711798839,38.740920097,0.0247582205,0.8037383178,0.3461387691,5.2,0.239,0.1322977626,9.6813231142,0,4.840662,6.415911,0.44,5.5701879313,5.2802804094,0.387,1.1309,75.033811563,0.195,26.23
"21",1037,"AL","Coosa",10754,0.0462281509,4.2841550621,0.1606741573,25.48321954,0.0101123596,0.8271604938,0.4496124031,6.9,0.163,0.1012480749,9.4509025612,0.0053941516,NA,0.929887,0.39,4.824660434,4.7071571194,0.404,0.4725,73.416100716,0.186,14.97
"22",1039,"AL","Covington",37092,0.0524095615,4.6163329089,0.1364548495,33.112142449,0.0193979933,0.9490291262,0.5342693955,7.5,0.156,0.0437032675,13.348283411,0.0041868228,5.072348,5.931198,0.44,4.7699995605,4.7970467132,0.334,0.8193,74.215783517,0.148,16.99
"23",1041,"AL","Crenshaw",13871,0.0447249494,5.7631524369,0.0993500464,33.190736097,0.0063138347,0.8908045977,0.4426889715,6.2,0.166,0.1703906038,10.781283692,0.0132242776,1.437504,5.0465,0.37,4.589517957,4.6641646183,0.382,0.6215,74.831088149,0.159,19.75
"24",1043,"AL","Cullman",82755,0.0371442995,4.6220615826,0.1363273134,12.939228552,0.0182195941,0.9051987768,0.5073613245,8.3,0.12,0.0310960625,12.610493386,0.0081925577,5.820228,11.963023,0.41,4.4965092871,4.7505766135,0.345,0.6303,74.683517679,0.164,7.56
"25",1045,"AL","Dale",49226,0.0443426616,5.234291606,0.12723449,43.672141878,0.014721346,0.9031620553,0.5847756165,6.7,0.167,0.1055938033,11.17295738,0.0095351609,1.625157,8.125787,0.43,4.7168411445,4.4415549183,0.373,0.5162,75.407857769,0.156,27.33
"26",1047,"AL","Dallas",39215,0.0752594576,6.5462278107,0.229972586,92.456116843,0.0581784953,0.8619329389,0.4919948074,4.3,0.295,0.1155627093,13.99720056,0.0009152959,7.4985,4.845085,0.34,5.1390385639,5.0755569488,0.419,0.6574,71.715678606,0.166,41.52
"27",1049,"AL","DeKalb",71617,0.044906674,4.6518184037,0.1309214471,31.233068808,0.0325804517,0.9274292743,0.4422500141,8.4,0.12,0.0216696461,9.0267983075,0.0333657079,4.231312,2.234106,0.42,4.5474356903,4.6503286583,0.304,0.5204,74.22449164,0.122,7.67
"28",1051,"AL","Elmore",81677,0.0364163713,4.3525155925,0.1129144852,23.867666368,0.0115183246,0.861572536,0.5214607755,7.6,0.14,0.0694302171,10.88032861,0.0075909538,2.689519,1.101901,0.4,4.2276166824,4.4079859115,0.361,0.6057,76.122566173,0.146,22.87
"29",1053,"AL","Escambia",37447,0.0503065775,5.5611456849,0.1193265007,44.624531575,0.0168374817,0.8779220779,0.3829721041,6.5,0.198,0.0721994003,15.108142494,0.0051656975,3.975827,4.806794,0.35,4.8504784353,4.6951595774,0.384,0.762,72.887192734,0.181,22.64
"30",1055,"AL","Etowah",102755,0.045740663,4.7154733627,0.1219298246,60.396261974,0.0181704261,0.9027205276,0.5306008976,7.1,0.152,0.0940061663,15.795015795,0.0119984386,7.897508,10.607756,0.36,4.9820185085,4.9093520355,0.361,0.7165,73.053678134,0.152,18.7
"31",1057,"AL","Fayette",16468,0.0473273089,5.0302250379,0.1279317697,NA,0.0142146411,0.9180327869,0.5481049563,7.9,0.15,0.013544587,10.274386559,0,11.483138,1.214477,0.44,4.5742285702,4.6227692147,0.378,0.5503,74.566271303,0.157,9.85
"32",1059,"AL","Franklin",31495,0.0423352436,4.2616599443,0.1231218698,26.423443643,0.0342237062,0.9210526316,0.4221144025,8,0.13,0.0412061939,9.8014417605,0.0488686255,4.426458,1.270043,0.38,4.7426679365,4.8541644472,0.33,0.781,74.054996862,0.137,4.61
"33",1061,"AL","Geneva",26421,0.0427105482,4.9073682903,0.1148303115,41.357112113,0.0245467225,0.9028776978,0.4469831054,7.9,0.153,0.009307848,9.0178101751,0.0045403855,2.630195,1.513947,0.46,4.9219445063,4.909681346,0.38,0.5629,74.327174729,0.162,16.37
"34",1063,"AL","Greene",8330,0.0765972467,5.6438562513,0.175,66.934404284,0.0371875,0.7752808989,0.4740740741,3.1,0.314,0.2134247572,10.686297791,0,5.936832,1.20048,0.28,5.6448489571,5.2551586158,0.421,0.7559,73.854799138,0.189,39.66
"35",1065,"AL","Hale",14812,0.0589312469,6.0388564857,0.1789029536,20.855807264,0.0244725738,0.9128205128,0.4333538084,6.1,0.234,0.0464750699,6.0192616372,0.0004269855,1.337614,1.350257,0.33,5.1895385187,4.9825127522,0.42,0.6807,74.241852483,0.161,42.11
"36",1067,"AL","Henry",17147,0.0486785128,5.1380952381,0.1116751269,19.737229718,0.0079767948,0.9790575916,0.5802631579,7.7,0.155,0.0214216797,17.478443253,0.0046324892,2.913074,1.749577,0.42,4.6427827893,4.5446280757,0.379,0.4305,75.597930111,0.167,16.35
"37",1069,"AL","Houston",104346,0.0433901511,5.0125725884,0.1315218778,48.778848416,0.011353489,0.9091743119,0.5880009022,7,0.173,0.0628260594,13.069885446,0.0068451102,8.649189,13.225231,0.45,4.7606834541,4.4201565459,0.36,0.5137,75.987399826,0.145,33.38
"38",1071,"AL","Jackson",51909,0.0476892396,5.125297383,0.0969162996,31.698494808,0.0139500734,0.9011725293,0.4417113168,7.9,0.14,0.0327251054,9.2063370287,0.0028649248,5.178565,4.430831,0.43,4.5794785716,4.7882880007,0.37,0.673,73.660109764,0.16,6.95
"39",1073,"AL","Jefferson",659197,0.0424038101,5.432477737,0.1773464147,87.275002018,0.0146974284,0.8873381114,0.6733317259,6.2,0.19,0.1227159061,14.495368608,0.0125106012,10.826039,15.564391,0.43,4.0097180011,4.2821536358,0.333,0.4236,74.720268275,0.132,61.54
"40",1075,"AL","Lamar",13946,0.0422584605,4.7471857411,0.1156351792,16.221172156,0.0071661238,0.9428571429,0.5425219941,7.7,0.162,0.0075067659,8.621928438,0.0001498801,NA,1.434103,0.42,4.8804161471,4.9696916296,0.35,0.5852,73.155347404,0.157,13.53
"41",1077,"AL","Lauderdale",92538,0.0461211426,4.5488406253,0.1276871277,26.860320916,0.00997151,0.9438528558,0.5830452285,7.5,0.151,0.0503807409,15.056652007,0.0052477603,5.091098,14.588601,0.51,4.2925684613,4.5422093871,0.346,0.548,76.197258559,0.144,7.93
"42",1079,"AL","Lawrence",33049,0.0488269795,4.9500895255,0.1145179165,26.045300219,0.0153675656,0.8805555556,0.504002001,7.9,0.146,0.0212248817,13.235471062,0.0014307516,1.504031,11.80066,0.39,4.6446993533,4.74040373,0.35,0.6598,74.032771265,0.149,8.56
"43",1081,"AL","Lee",161604,0.0391322089,6.2310449237,0.1991429071,41.563740099,0.0191534021,0.9114302813,0.7132809668,6.4,0.18,0.1224950372,8.1136668113,0.0138547592,5.157525,8.106235,0.45,4.1862444941,4.4031089733,0.314,0.3778,78.163304061,0.095,19.01
"44",1083,"AL","Limestone",94402,0.0397887667,5.091074856,0.1106627348,16.012374188,0.0198665218,0.9200743494,0.573690671,8.2,0.124,0.0351835386,9.3797505202,0.0090348886,3.557836,4.025338,0.44,4.043275324,4.3472540258,0.336,0.5951,77.799185669,0.124,13.43
"45",1085,"AL","Lowndes",10076,0.08,5.7636379506,0.2114485981,67.101922379,0.0196261682,0.9130434783,0.3863539446,4.5,0.281,0.1306214495,6.7580614018,0.000514721,0.965437,NA,0.36,5.3598503857,5.1214773594,0.462,0.5337,70.818079591,0.182,64.43
"46",1087,"AL","Macon",18755,0.0577800304,6.4266948779,0.2078651685,73.431241656,0.0212234707,0.8,0.5176409992,3.9,0.27,0.2163866443,7.9101408005,0.0003800836,3.164056,38.922954,0.33,5.1694021738,4.8515590133,0.467,0.5299,74.089912231,0.193,43.87
"47",1089,"AL","Madison",361046,0.0384863519,5.1052847867,0.125612456,61.072315915,0.0134286648,0.9319437469,0.7322161572,7.5,0.143,0.0746734512,10.757296893,0.0116643412,8.824345,13.017732,0.44,3.775368643,4.0359967125,0.318,0.5154,77.564607723,0.129,22.27
"48",1091,"AL","Marengo",19375,0.0565394202,6.864045645,0.1811594203,44.941524948,0.0138888889,0.9090909091,0.495269527,5.3,0.236,0.1262897065,20.8407462,0.0022643951,4.066487,3.096774,0.32,5.1515753089,4.8260141372,0.407,0.6242,74.314601877,0.189,17.4
"49",1093,"AL","Marion",29833,0.0478549173,4.7579269069,0.1222965002,29.58973336,0.0125835627,0.902173913,0.5537345903,7.9,0.139,0.0325454263,11.000733382,0.0053650326,3.0002,1.005598,0.39,4.5941142751,4.7683140467,0.364,0.7117,74.455161618,0.178,12.03
"50",1095,"AL","Marshall",95548,0.0380450271,4.7772874539,0.1392294221,28.626908241,0.0305020432,0.9228934817,0.5063156098,8.1,0.122,0.0518750541,9.7733219837,0.0458521461,5.885011,23.025076,0.45,4.7101504958,4.98102738,0.33,0.5877,74.223967082,0.125,11.56
"51",1097,"AL","Mobile",413955,0.0518258796,5.250730173,0.1703093586,54.814738002,0.0193592321,0.8370992038,0.6046022936,6.4,0.189,0.102659253,11.233354868,0.0071206455,6.556808,8.334239,0.42,4.6302995393,4.4253812589,0.369,0.6066,75.180924378,0.149,50.33
"52",1099,"AL","Monroe",21327,0.0674110258,7.9609346025,0.1231409875,49.230914187,0.0098750744,0.8803088803,0.3998710786,5,0.254,0.1283952666,14.862981886,0.0010263428,3.715745,7.033338,0.38,5.0725714661,4.7905260827,0.391,0.4791,74.355904768,0.174,22.37
"53",1101,"AL","Montgomery",226646,0.0430406142,5.5336008591,0.1883726125,53.17145579,0.0199932983,0.8160813309,0.62200195,5.4,0.221,0.1457214106,15.065231125,0.0139478443,9.719504,12.089338,0.39,4.2554118139,4.3200480261,0.366,0.5809,75.813899252,0.133,71.15
"54",1103,"AL","Morgan",118818,0.0410649161,4.7021961185,0.1313939656,18.073324863,0.0237914999,0.9019607843,0.5493754814,8,0.132,0.0408420181,12.351695627,0.0229766131,5.461634,13.381811,0.44,4.6482707685,4.4578000847,0.315,0.5862,75.505162282,0.134,13.79
"55",1105,"AL","Perry",9339,0.0793650794,5.3772077376,0.2028985507,38.14147018,0.0637681159,0.9306930693,0.5718309859,4.8,0.302,0.0488511751,10.444955087,0.0025222064,3.133487,3.212335,0.24,5.7646986118,5.343085588,0.449,0.5789,71.807358199,0.201,29.26
"56",1107,"AL","Pickens",20176,0.0529358859,5.7846574095,0.1576193591,16.621551028,0.0168737737,0.9818181818,0.5166287957,6.9,0.205,0.0089215884,11.808699075,0.0135958005,3.936233,1.486915,0.42,4.9825218966,4.7546497828,0.36,0.5439,75.510251447,0.163,25.61
"57",1109,"AL","Pike",33267,0.0487596797,6.568135538,0.1529135706,56.440203486,0.0179898318,0.8728522337,0.5946673503,6.3,0.214,0.0630434457,10.514931202,0.0107533724,4.806826,3.607178,0.39,4.9194641547,4.8683110128,0.428,0.547,75.567372943,0.13,34.11
"58",1111,"AL","Randolph",22670,0.043956044,4.7906976744,0.1710600112,19.649835515,0.0358945597,0.9180887372,0.5053571429,7.2,0.163,0.0681548308,10.595090941,0.0009871668,2.648773,2.205558,0.32,4.6184419698,4.7413872283,0.366,0.4215,74.150625392,0.153,8.32
"59",1113,"AL","Russell",57045,0.0429722471,4.852205006,0.1692895683,50.499623939,0.0256294964,0.8814589666,0.607023513,6.6,0.201,0.0554670323,9.9704325105,0.010394166,2.234752,3.681304,0.41,4.6772566446,4.6882317909,0.404,0.4027,72.91510157,0.132,37.45
"60",1115,"AL","St. Clair",88199,0.0396959893,4.1636916395,0.1171044403,29.939947706,0.0134459037,0.884057971,0.5345790284,8.4,0.119,0.0156785841,8.4072757018,0.0047581188,1.704178,1.47394,0.39,3.8707443437,4.1142439461,0.356,0.6162,75.100363786,0.123,14.43
"61",1117,"AL","Shelby",213605,0.0322598348,4.1431624593,0.105778778,26.362287755,0.0108558946,0.9422158548,0.7516061477,8.6,0.096,0.043024798,11.109950527,0.0154769731,8.546116,7.022308,0.43,3.6781023342,3.8635533239,0.329,0.391,80.366327367,0.093,14.77
"62",1119,"AL","Sumter",12687,0.0653907496,7.2359411692,0.2679127726,43.548017419,0.0174454829,0.7697841727,0.537563822,4.5,0.291,0.1037288563,12.26993865,0.0083098023,5.368098,1.576417,0.29,5.6968072571,5.2310376871,0.431,0.5646,72.90228422,0.2,28.03
"63",1121,"AL","Talladega",80065,0.0496217501,4.7588466579,0.1551312649,46.857277443,0.0192521877,0.9270239453,0.5016333399,6.8,0.185,0.0585466459,11.984569866,0.0060612394,3.120982,1.373884,0.35,4.832574374,4.7931945282,0.407,0.4924,72.936529801,0.164,26.02
"64",1123,"AL","Tallapoosa",40681,0.0415777668,5.3994579246,0.1718223583,63.89143409,0.0364471669,0.8989247312,0.4973720293,7.1,0.179,0.043249544,14.977778869,0.0017384987,4.174135,2.45815,0.44,4.8893836487,5.0550994673,0.345,0.4658,75.030168425,0.159,16.44
"65",1125,"AL","Tuscaloosa",207811,0.0414160041,4.8520988623,0.1777809923,40.17177234,0.0190944597,0.8852459016,0.6495743893,7,0.175,0.0649404256,11.49916061,0.0084763401,7.27795,12.270765,0.46,4.4562688533,4.6907003293,0.341,0.6078,76.161511138,0.126,23.47
"66",1127,"AL","Walker",64058,0.0501889044,5.0663226781,0.115625,44.985017832,0.016796875,0.9035846724,0.5073476585,7.4,0.157,0.0521006974,14.314959903,0.0059431949,4.617729,4.683256,0.42,4.6992715923,4.8957519644,0.38,0.4301,70.150315905,0.147,14.17
"67",1129,"AL","Washington",16531,0.068359375,4.7415703982,0.0945395273,24.310453495,0.0130399348,0.9267241379,0.5284931507,7.2,0.177,0.0358356589,17.30723323,0.0045232047,1.193602,1.814772,0.25,4.6852534552,4.8276197062,0.404,0.4939,72.951746259,0.171,9.79
"68",1131,"AL","Wilcox",10719,0.113960114,5.9586891546,0.1573472042,64.466684699,0.011443433,0.8321678322,0.3432098765,2.1,0.323,0.3046474603,9.1024940834,0.0011570726,3.640998,0.932923,0.24,5.6574797296,5.1811226212,0.444,0.4364,74.174642839,0.198,19.54
"69",1133,"AL","Winston",23722,0.049968899,4.3751453222,0.1100478469,10.748016191,0.0127591707,0.9285714286,0.5377288009,7.9,0.143,0.0265501285,11.762234825,0.0061500615,5.040958,0.42155,0.41,4.9434301634,4.942185917,0.382,1.2415,74.892341587,0.172,4.41
"70",2000,"AK","Alaska",739795,0.0716069529,4.0309946299,0.2072956927,72.026327144,NA,0.756,0.6554229816,6.5,0.134,0.0915118365,11.308893184,0.0175859056,8.990503,38.091633,0.32,3.7918859188,3.3756387683,0.304,0.297,78.486878808,0.076,10.93
"71",2013,"AK","Aleutians East Borough",3370,0.0251547988,4.3479992485,0.1449275362,NA,0.0405797101,0.8235294118,0.4197916667,5.2,0.129,0.3493750965,6.067961165,0.10980876,NA,5.934718,NA,3.4184644667,2.7264742276,0.395,NA,92.482239572,0.086,16.17
"72",2016,"AK","Aleutians West Census Area",5763,0.0362600363,3.2154905412,0.1842105263,29.461756374,0.0964912281,0.9333333333,0.5306016598,7.7,0.124,0.0857404779,7.0834071188,0.0776453593,3.541704,8.676037,NA,2.9668666026,2.5698439729,0.4,NA,81.367307967,0.082,NA
"73",2020,"AK","Anchorage Borough",294356,0.059738071,3.6982260265,0.1627287854,100.66571953,0.0399809841,0.8013264129,0.7135705784,8.1,0.12,0.0511383882,11.770939529,0.0254453295,10.831947,35.195478,0.36,3.4436568596,3.1303047194,0.286,0.2763,79.021795895,0.078,16.27
"74",2050,"AK","Bethel Census Area",18076,0.1379449295,5.2241638027,0.5957683742,NA,0.3585746102,0.5482758621,0.337861147,3,0.217,0.4198759872,3.8958147818,0.0273768044,11.130899,200.265545,0.12,5.6842453128,4.8572958368,0.313,0.0818,71.946400094,0.068,11.42
"75",2060,"AK","Bristol Bay Borough",867,0.0633802817,3.9111519435,0.16,0,0.0586666667,0.8333333333,0.625,6.8,0.127,0.1766323306,11.135857461,0,0,0,0.3,3.7451943119,3.5111467078,0.386,0.2063,NA,0.097,NA
"76",2068,"AK","Denali Borough",2074,0.0938053097,3.2834168599,0.2647058824,NA,0.0867647059,0.4509803922,0.7391304348,6.2,0.137,0.2293371496,20.481310804,0.0063006301,0,NA,NA,3.2327847277,2.9594226823,0.27,NA,81.204038233,0.068,NA
"77",2070,"AK","Dillingham Census Area",4932,0.0929440389,4.95102932,0.3851851852,NA,0.2148148148,0.6477272727,0.4675632911,4.7,0.169,0.3219756974,4.0371417037,0.0093582888,26.241421,68.937551,0.21,5.0405341547,4.4867050753,0.385,0.623,72.919773003,0.099,NA
"78",2090,"AK","Fairbanks North Star Borough",99703,0.0629442494,3.734959663,0.2322934233,NA,0.0501686341,0.6962025316,0.7283366206,7.8,0.123,0.0727681988,9.8404651856,0.0082645524,7.653695,52.255198,0.32,3.5081406922,2.963951082,0.294,0.1822,79.377411244,0.06,5.78
"79",2100,"AK","Haines Borough",2526,0.0909090909,4.2003205128,0.2212765957,15.582391897,0.0629787234,0.8695652174,0.7090301003,7.5,0.139,0.0744098169,16.025641026,0.0084317032,32.051282,31.670625,0.14,3.4065430624,3.2420180622,0.263,0.2142,85.119267884,0.089,NA
"80",2105,"AK","Hoonah-Angoon Census Area",2145,0.1263157895,3.8466482678,0.1966292135,NA,0.0202247191,0.7272727273,0.4556074766,4.3,0.161,0.3876796357,0,0,NA,27.972028,NA,4.10577138,3.7768453624,0.317,NA,80.22684914,0.104,NA
"81",2110,"AK","Juneau Borough",32094,0.0474906797,3.2087011764,0.1415600495,71.415574964,0.0511762278,0.772972973,0.7663387978,8.3,0.106,0.0590628333,17.863742762,0.0117029995,12.011827,60.447436,0.34,3.1862286759,3.1555540673,0.288,0.308,79.521040099,0.07,6.93
"82",2122,"AK","Kenai Peninsula Borough",58617,0.0848865104,4.6586330398,0.1947870607,NA,0.041191529,0.8173207037,0.6076824401,7.8,0.134,0.0583536074,14.699347076,0.004640884,7.349674,16.377501,0.2,3.8139386038,3.4426690754,0.296,NA,78.568039557,0.077,4.96
"83",2130,"AK","Ketchikan Gateway Borough",13856,0.0630630631,4.1794518244,0.1528964862,35.829234226,0.0341880342,0.7692307692,0.5906382979,8.2,0.134,0.0161387287,16.0046559,0.0130272953,8.002328,25.259815,0.36,3.5172774858,3.3067939899,0.356,0.3537,80.184331089,0.093,9.54
"84",2150,"AK","Kodiak Island Borough",13448,0.0510314875,4.1895101921,0.2404371585,NA,0.087431694,0.8952380952,0.6647196262,8.3,0.112,0.0460625565,14.564520827,0.0549242424,13.836295,29.000595,0.39,3.1350335746,2.8520574312,0.328,0.4885,82.404667897,0.075,NA
"85",2158,"AK","Kusilvak Census Area",8202,0.2007130125,4.2339384652,0.7121661721,NA,0.5192878338,0.6,0.2409638554,2,0.273,0.418397067,6.2119517953,0.0120854413,NA,12.192148,0.19,7.2309904982,5.8803959983,0.269,0.115,67.215887914,0.073,NA
"86",2164,"AK","Lake and Peninsula Borough",1620,0.1189488243,4.1672519549,0.2653061224,NA,0.0897959184,NA,0.4811594203,3.4,0.186,0.4351634435,6.4020486556,0.0098846787,6.402049,6.17284,NA,5.2483058619,4.5745490221,0.335,NA,NA,0.079,NA
"87",2170,"AK","Matanuska-Susitna Borough",106532,0.0866088571,4.284679289,0.2032154341,NA,0.0548231511,0.7757352941,0.5883834696,7.8,0.125,0.0762394092,7.9528577588,0.0075532085,4.695061,11.921301,0.31,3.7776756086,3.5881790393,0.331,0.3148,78.819160695,0.08,5.78
"88",2180,"AK","Nome Census Area",9921,0.1257031059,4.5001495918,0.5076923077,NA,0.2923076923,0.8163265306,0.3877159309,3.4,0.214,0.3809334495,7.058586266,0.0124859393,9.075325,88.700736,0.04,5.6066002973,4.7509875473,0.355,0.674,71.098448203,0.08,NA
"89",2185,"AK","North Slope Borough",9782,0.074386921,4.1688686185,0.4362244898,80.923663729,0.3010204082,0.6989247312,0.4964539007,6.9,0.145,0.1319718346,8.3281282532,0.009649512,3.123048,5.111429,NA,4.1064296714,3.5753442676,0.368,NA,73.14686856,0.073,NA
"90",2188,"AK","Northwest Arctic Borough",7684,0.1681864235,5.2919967664,0.5223097113,NA,0.3858267717,0.7477477477,0.3122807018,3.5,0.226,0.3405510868,7.8196272644,0.0082358041,6.516356,96.304008,NA,5.51575569,4.7456589757,0.361,NA,72.657228837,0.085,NA
"91",2195,"AK","Petersburg Census Area",3281,0.093418259,4.4598940252,0.1673151751,41.113219481,0.0217898833,0.9090909091,0.5889046942,8.4,0.127,0.006621123,25.404890441,0.0045796533,19.053668,33.526364,NA,3.3757655322,3.1096900909,0.3,NA,77.43607651,0.078,NA
"92",2198,"AK","Prince of Wales-Hyder Census Area",6443,0.1142454161,4.6300611323,0.1828193833,NA,0.0572687225,0.7087378641,0.4808959157,6.4,0.165,0.1476499609,14.179927525,0,7.877738,7.76036,NA,4.4496687657,3.9686846618,0.354,NA,73.623962362,0.101,NA
"93",2220,"AK","Sitka Borough",8689,0.0467520791,3.4941546894,0.1700288184,10.063174372,0.0331412104,0.8201058201,0.661167002,8.2,0.12,0.0413290624,20.385050963,0.0145933014,20.385051,146.161814,0.18,3.4163549868,3.1474872615,0.289,0.4439,80.826120981,0.078,10.76
"94",2230,"AK","Skagway Municipality",1157,0.1055825243,2.556075485,0.1975308642,37.209302326,0.0543209877,1,0.7887323944,8.1,0.143,0.0005050889,36.764705882,0.0040120361,0,8.643042,0.15,2.9608035893,2.8813490977,0.299,0.1,NA,0.066,NA
"95",2240,"AK","Southeast Fairbanks Census Area",6888,0.10441226,4.7893194781,0.2789598109,NA,0.0874704492,0.6197183099,0.535653166,6.3,0.151,0.1882424123,10.180337405,0.0270735524,10.180337,11.614402,0.22,3.5653791503,3.2191309075,0.328,0.2602,78.408367604,0.085,NA
"96",2261,"AK","Valdez-Cordova Census Area",9278,0.0796243365,4.6802831264,0.1893687708,31.558504612,0.0514950166,0.7603305785,0.5976578837,7.1,0.122,0.1531539856,17.103153394,0.0054011477,6.413683,6.466911,NA,3.344520668,3.1460769743,0.322,NA,78.916048702,0.087,6.5
